Date;Price;Open;High;Low;Vol.;Change %;
feb-06;2014;3446.99;3412.61;3453.12;3412.61;-;1.12%
feb-07;2014;3485.41;3446.99;3490.60;3435.49;-;1.11%
feb-10;2014;3501.00;3485.78;3505.14;3479.33;-;0.45%
feb-11;2014;3548.88;3507.22;3573.07;3506.42;-;1.37%
feb-12;2014;3605.45;3548.96;3608.84;3548.96;-;1.59%
feb-13;2014;3603.95;3605.69;3606.80;3563.39;-;-0.04%
feb-14;2014;3666.48;3600.80;3672.61;3600.80;-;1.74%
feb-17;2014;3671.70;3666.48;3680.12;3656.64;-;0.14%
feb-18;2014;3648.03;3671.66;3684.32;3624.25;-;-0.64%
feb-19;2014;3641.25;3648.41;3649.75;3617.32;-;-0.19%
feb-20;2014;3641.09;3641.25;3648.34;3615.18;-;-0.00%
feb-21;2014;3626.69;3644.27;3644.27;3620.16;-;-0.40%
feb-24;2014;3640.44;3626.25;3654.62;3616.62;-;0.38%
feb-25;2014;3633.78;3642.34;3644.44;3628.33;-;-0.18%
feb-26;2014;3675.28;3633.86;3682.93;3632.70;-;1.14%
feb-27;2014;3689.01;3675.10;3695.03;3665.41;-;0.37%
feb-28;2014;3718.88;3689.73;3722.86;3682.94;-;0.81%
mar-03;2014;3661.64;3720.03;3720.03;3658.85;-;-1.54%
mar-04;2014;3703.81;3661.48;3707.29;3661.48;-;1.15%
mar-05;2014;3715.81;3714.36;3719.06;3697.70;-;0.32%
mar-06;2014;3730.39;3715.36;3736.28;3703.86;-;0.39%
mar-07;2014;3697.79;3732.77;3740.71;3694.99;-;-0.87%
mar-10;2014;3652.51;3702.06;3704.57;3651.20;-;-1.22%
mar-11;2014;3659.30;3656.62;3669.96;3650.88;-;0.19%
mar-12;2014;3623.29;3659.05;3659.05;3619.15;-;-0.98%
mar-13;2014;3630.76;3623.29;3638.34;3607.26;-;0.21%
mar-14;2014;3611.65;3630.04;3635.06;3607.32;-;-0.53%
mar-17;2014;3631.28;3611.78;3633.73;3611.78;-;0.54%
mar-18;2014;3673.62;3631.34;3681.54;3628.56;-;1.17%
mar-19;2014;3638.80;3673.91;3674.85;3633.66;-;-0.95%
mar-20;2014;3656.05;3642.30;3663.22;3616.84;-;0.47%
mar-21;2014;3633.20;3654.43;3680.61;3630.31;-;-0.62%
mar-24;2014;3658.94;3638.56;3660.96;3628.50;-;0.71%
mar-25;2014;3707.74;3655.00;3711.34;3652.49;-;1.33%
mar-26;2014;3697.14;3710.29;3721.58;3689.82;-;-0.29%
mar-27;2014;3742.36;3693.69;3746.27;3677.56;-;1.22%
mar-28;2014;3759.79;3742.98;3766.33;3742.98;-;0.47%
mar-31;2014;3772.76;3761.88;3786.73;3749.53;-;0.34%
Apr 01;2014;3794.62;3782.10;3799.34;3770.35;-;0.58%
Apr 02;2014;3809.86;3792.19;3813.68;3785.00;-;0.40%
Apr 03;2014;3793.64;3809.86;3826.52;3779.99;-;-0.43%
Apr 04;2014;3766.41;3792.37;3813.05;3762.97;-;-0.72%
Apr 07;2014;3778.26;3768.08;3783.54;3757.82;-;0.31%
Apr 08;2014;3822.19;3773.29;3828.79;3768.69;-;1.16%
Apr 09;2014;3863.92;3820.76;3866.54;3819.93;-;1.09%
Apr 10;2014;3853.95;3863.85;3869.16;3837.06;-;-0.26%
Apr 11;2014;3868.35;3854.65;3874.76;3822.44;-;0.37%
Apr 14;2014;3893.51;3857.32;3895.38;3854.01;-;0.65%
Apr 15;2014;3877.49;3892.93;3895.78;3858.09;-;-0.41%
Apr 16;2014;3912.24;3887.02;3913.02;3879.84;-;0.90%
Apr 17;2014;3895.63;3913.95;3918.91;3890.63;-;-0.42%
Apr 21;2014;3887.86;3898.18;3903.98;3884.17;-;-0.20%
Apr 22;2014;3878.50;3882.13;3887.86;3872.02;-;-0.24%
Apr 23;2014;3871.61;3880.31;3883.77;3868.09;-;-0.18%
Apr 24;2014;3869.16;3872.59;3878.40;3857.73;-;-0.06%
Apr 25;2014;3823.65;3870.75;3872.85;3820.33;-;-1.18%
Apr 28;2014;3812.86;3823.65;3825.80;3806.49;-;-0.28%
Apr 29;2014;3846.91;3814.24;3850.89;3814.24;-;0.89%
Apr 30;2014;3909.64;3848.09;3913.97;3847.08;-;1.63%
may-02;2014;3929.85;3910.38;3932.05;3905.30;-;0.52%
may-05;2014;3907.00;3938.90;3938.90;3905.16;-;-0.58%
may-06;2014;3891.53;3907.00;3907.00;3877.72;-;-0.40%
may-07;2014;3903.68;3891.53;3905.31;3887.88;-;0.31%
may-08;2014;3910.93;3904.04;3922.22;3893.93;-;0.19%
may-09;2014;3904.06;3913.67;3913.83;3896.66;-;-0.18%
may-12;2014;3920.17;3920.66;3923.43;3901.42;-;0.41%
may-13;2014;3956.33;3920.17;3959.51;3914.27;-;0.92%
may-14;2014;3964.09;3956.33;3965.69;3938.09;-;0.20%
may-15;2014;3947.20;3964.09;3967.59;3929.46;-;-0.43%
may-16;2014;3969.38;3949.29;3972.55;3939.91;-;0.56%
may-19;2014;3935.28;3970.81;3971.90;3929.10;-;-0.86%
may-20;2014;3881.35;3940.09;3940.09;3867.45;-;-1.37%
may-22;2014;3925.31;3881.35;3927.85;3881.35;-;1.13%
may-23;2014;3960.06;3926.87;3964.01;3926.87;-;0.89%
may-26;2014;3959.01;3961.79;3970.40;3957.06;-;-0.03%
may-27;2014;3930.02;3959.01;3971.47;3923.03;-;-0.73%
may-28;2014;3929.30;3930.02;3937.68;3919.25;-;-0.02%
may-29;2014;3944.21;3929.30;3946.08;3926.68;-;0.38%
may-30;2014;3903.81;3944.21;3948.84;3893.85;-;-1.02%
jun-02;2014;3891.19;3903.81;3920.91;3885.98;-;-0.32%
jun-03;2014;3908.83;3891.19;3908.83;3883.44;-;0.45%
jun-04;2014;3916.96;3914.19;3918.20;3900.05;-;0.21%
jun-05;2014;3940.35;3916.96;3942.02;3914.40;-;0.60%
jun-06;2014;3936.37;3940.35;3945.18;3934.73;-;-0.10%
jun-09;2014;3912.01;3936.37;3942.07;3908.22;-;-0.62%
jun-10;2014;3929.53;3912.01;3934.97;3903.55;-;0.45%
jun-11;2014;3906.91;3929.53;3930.29;3895.57;-;-0.58%
jun-12;2014;3890.77;3907.07;3907.07;3883.12;-;-0.41%
jun-13;2014;3863.13;3890.77;3892.17;3856.83;-;-0.71%
jun-16;2014;3841.28;3863.13;3863.46;3839.69;-;-0.57%
jun-17;2014;3827.68;3841.28;3842.13;3824.82;-;-0.35%
jun-18;2014;3869.30;3827.68;3875.16;3823.59;-;1.09%
jun-19;2014;3893.56;3869.30;3896.07;3869.30;-;0.63%
jun-20;2014;3870.20;3893.56;3894.74;3865.37;-;-0.60%
jun-23;2014;3879.98;3870.61;3881.52;3861.42;-;0.25%
jun-24;2014;3902.03;3879.98;3903.88;3876.99;-;0.57%
jun-25;2014;3893.83;3902.03;3902.03;3885.87;-;-0.21%
jun-26;2014;3886.91;3893.83;3893.83;3876.86;-;-0.18%
jun-27;2014;3874.47;3886.91;3890.73;3872.74;-;-0.32%
jun-30;2014;3875.73;3874.47;3876.84;3866.93;-;0.03%
jul-01;2014;3871.02;3875.73;3880.12;3866.28;-;-0.12%
jul-02;2014;3887.72;3871.02;3888.86;3868.27;-;0.43%
jul-03;2014;3893.48;3887.72;3897.70;3878.33;-;0.15%
jul-04;2014;3887.55;3893.48;3897.17;3883.27;-;-0.15%
jul-07;2014;3882.17;3887.55;3890.21;3871.00;-;-0.14%
jul-08;2014;3920.66;3882.17;3922.39;3879.53;-;0.99%
jul-09;2014;3974.34;3920.66;3978.12;3920.66;-;1.37%
jul-10;2014;3967.36;3974.34;3976.38;3948.24;-;-0.18%
jul-11;2014;3974.45;3967.36;3977.24;3962.01;-;0.18%
jul-14;2014;3964.81;3978.32;3985.49;3955.43;-;-0.24%
jul-15;2014;3964.22;3964.81;3985.85;3956.25;-;-0.01%
jul-17;2014;3946.67;3964.22;3976.68;3943.24;-;-0.44%
jul-18;2014;3945.35;3946.67;3958.84;3938.58;-;-0.03%
jul-21;2014;3936.83;3945.89;3945.89;3924.13;-;-0.22%
jul-22;2014;3931.11;3936.83;3950.45;3927.73;-;-0.15%
jul-23;2014;3921.98;3931.11;3931.35;3911.26;-;-0.23%
jul-24;2014;3929.51;3921.98;3936.67;3917.17;-;0.19%
jul-25;2014;3918.79;3929.51;3933.61;3909.79;-;-0.27%
jul-28;2014;3918.56;3918.79;3924.49;3911.34;-;-0.01%
jul-29;2014;3914.86;3918.56;3933.18;3903.75;-;-0.09%
jul-30;2014;3906.37;3914.86;3920.20;3898.73;-;-0.22%
jul-31;2014;3875.44;3906.37;3906.37;3858.78;-;-0.79%
Aug 01;2014;3904.93;3875.44;3907.37;3874.63;-;0.76%
Aug 04;2014;3934.93;3904.93;3937.88;3902.86;-;0.77%
Aug 05;2014;3940.62;3934.93;3945.75;3931.06;-;0.14%
Aug 06;2014;3923.37;3940.62;3941.95;3920.74;-;-0.44%
Aug 07;2014;3906.73;3923.37;3928.06;3905.81;-;-0.42%
Aug 08;2014;3894.46;3906.73;3906.73;3880.92;-;-0.31%
Aug 11;2014;3926.35;3894.46;3930.10;3892.73;-;0.82%
Aug 12;2014;3924.05;3926.35;3929.61;3914.35;-;-0.06%
Aug 13;2014;3952.77;3924.05;3954.16;3918.99;-;0.73%
Aug 14;2014;3955.38;3953.08;3957.31;3936.48;-;0.07%
Aug 18;2014;3953.56;3955.38;3963.86;3942.90;-;-0.05%
Aug 19;2014;3947.96;3953.56;3957.23;3939.57;-;-0.14%
Aug 20;2014;3978.00;3947.96;3983.24;3945.57;-;0.76%
Aug 21;2014;3969.36;3978.00;3984.23;3966.72;-;-0.22%
Aug 22;2014;3950.01;3970.34;3972.95;3944.05;-;-0.49%
Aug 25;2014;3945.78;3950.01;3952.63;3941.82;-;-0.11%
Aug 26;2014;3951.44;3945.78;3963.82;3942.24;-;0.14%
Aug 27;2014;3973.31;3952.12;3974.89;3950.60;-;0.55%
Aug 28;2014;3963.78;3973.31;3974.12;3954.77;-;-0.24%
Aug 29;2014;3996.63;3963.78;3999.26;3961.82;-;0.83%
sept-01;2014;4012.06;3997.15;4019.04;3987.48;-;0.39%
sept-02;2014;4055.10;4012.06;4061.97;4009.86;-;1.07%
sept-03;2014;4094.65;4055.10;4100.16;4055.10;-;0.98%
sept-04;2014;4086.33;4094.65;4120.17;4080.28;-;-0.20%
sept-05;2014;4071.26;4086.33;4086.43;4062.29;-;-0.37%
sept-08;2014;4060.05;4072.62;4072.81;4052.13;-;-0.28%
sept-09;2014;4062.51;4054.08;4067.95;4054.08;-;0.06%
sept-10;2014;4067.05;4062.52;4069.33;4046.79;-;0.11%
sept-11;2014;4025.73;4067.22;4067.33;4022.49;-;-1.02%
sept-12;2014;3990.97;4026.01;4038.83;3987.67;-;-0.86%
sept-15;2014;3968.13;3992.84;3997.31;3965.98;-;-0.57%
sept-16;2014;3993.99;3968.08;4018.28;3967.97;-;0.65%
sept-17;2014;4028.55;3994.10;4031.72;3993.98;-;0.87%
sept-22;2014;3999.34;4025.86;4032.42;3996.67;-;-0.73%
sept-23;2014;3962.28;4000.71;4001.27;3956.97;-;-0.93%
sept-24;2014;3972.79;3962.13;3977.82;3961.83;-;0.27%
sept-25;2014;3976.17;3973.94;3981.44;3965.44;-;0.09%
sept-26;2014;3968.61;3976.13;3984.50;3967.39;-;-0.19%
sept-29;2014;3943.88;3967.02;3967.54;3915.20;-;-0.62%
sept-30;2014;3943.56;3944.87;3952.30;3932.26;-;-0.01%
oct-01;2014;3882.16;3943.56;3944.71;3879.12;-;-1.56%
oct-02;2014;3872.52;3882.76;3890.35;3838.87;-;-0.25%
oct-03;2014;3924.31;3875.58;3926.23;3875.58;-;1.34%
oct-06;2014;3948.68;3923.36;3954.32;3923.09;-;0.62%
oct-07;2014;3933.41;3948.64;3948.64;3921.31;-;-0.39%
oct-08;2014;3913.52;3933.99;3939.82;3907.61;-;-0.51%
oct-09;2014;3884.81;3920.01;3920.08;3881.01;-;-0.73%
oct-10;2014;3831.91;3884.77;3885.99;3827.90;-;-1.36%
oct-13;2014;3858.49;3832.42;3871.82;3832.42;-;0.69%
oct-14;2014;3846.23;3858.49;3863.46;3839.94;-;-0.32%
oct-15;2014;3791.28;3846.23;3846.23;3784.53;-;-1.43%
oct-16;2014;3778.03;3791.28;3800.81;3770.18;-;-0.35%
oct-17;2014;3760.74;3778.03;3814.01;3753.98;-;-0.46%
oct-20;2014;3757.11;3761.74;3769.47;3751.73;-;-0.10%
oct-21;2014;3794.50;3757.11;3809.44;3757.11;-;1.00%
oct-22;2014;3808.67;3794.50;3819.57;3793.49;-;0.37%
oct-23;2014;3816.88;3808.90;3829.38;3806.79;-;0.22%
oct-24;2014;3822.55;3817.21;3833.30;3816.37;-;0.15%
oct-27;2014;3794.83;3822.55;3828.94;3784.42;-;-0.73%
oct-28;2014;3792.22;3794.83;3812.72;3784.18;-;-0.07%
oct-29;2014;3804.90;3792.22;3813.85;3787.01;-;0.33%
oct-30;2014;3850.97;3804.90;3859.03;3804.90;-;1.21%
nov-03;2014;3901.14;3851.10;3904.16;3847.13;-;1.30%
nov-04;2014;3901.15;3900.92;3917.32;3890.91;-;0.00%
nov-05;2014;3908.46;3903.09;3914.84;3901.79;-;0.19%
nov-06;2014;3890.30;3908.87;3909.97;3888.21;-;-0.46%
nov-07;2014;3888.07;3891.97;3899.23;3886.18;-;-0.06%
nov-10;2014;3890.44;3888.07;3892.52;3875.23;-;0.06%
nov-11;2014;3891.37;3890.44;3895.65;3878.27;-;0.02%
nov-12;2014;3921.62;3891.37;3929.83;3882.63;-;0.78%
nov-13;2014;3931.80;3921.62;3939.76;3919.77;-;0.26%
nov-14;2014;3919.85;3931.80;3931.80;3911.10;-;-0.30%
nov-17;2014;3921.98;3919.85;3931.88;3916.79;-;0.05%
nov-18;2014;3933.64;3921.98;3938.92;3916.55;-;0.30%
nov-19;2014;3975.15;3933.64;3977.36;3932.68;-;1.06%
nov-20;2014;3976.18;3975.15;3979.85;3965.75;-;0.03%
nov-21;2014;3988.04;3976.18;4005.78;3975.58;-;0.30%
nov-24;2014;3972.04;3988.19;3996.95;3965.51;-;-0.40%
nov-25;2014;3975.86;3972.04;3981.20;3964.50;-;0.10%
nov-26;2014;3962.08;3975.86;3987.50;3960.85;-;-0.35%
nov-27;2014;3981.06;3962.08;3982.95;3961.59;-;0.48%
nov-28;2014;3991.78;3981.93;4002.62;3975.61;-;0.27%
Dec 01;2014;3958.49;3991.78;3994.64;3957.21;-;-0.83%
Dec 02;2014;3948.93;3958.49;3974.50;3942.52;-;-0.24%
Dec 03;2014;3948.27;3948.93;3960.47;3945.02;-;-0.02%
Dec 04;2014;3941.88;3949.36;3961.05;3939.46;-;-0.16%
Dec 05;2014;3968.12;3946.09;3979.76;3946.09;-;0.67%
Dec 09;2014;3911.27;3970.21;3970.21;3908.77;-;-1.43%
Dec 10;2014;3859.57;3913.18;3925.10;3853.01;-;-1.32%
Dec 11;2014;3825.33;3859.77;3873.23;3812.16;-;-0.89%
Dec 12;2014;3802.56;3825.33;3834.89;3802.36;-;-0.60%
Dec 15;2014;3752.89;3802.56;3815.61;3738.83;-;-1.31%
Dec 16;2014;3751.51;3752.89;3772.91;3717.22;-;-0.04%
Dec 17;2014;3779.19;3751.51;3819.47;3751.50;-;0.74%
Dec 18;2014;3808.53;3779.55;3845.00;3779.55;-;0.78%
Dec 19;2014;3810.23;3808.53;3827.69;3794.23;-;0.04%
Dec 22;2014;3798.47;3810.23;3811.68;3789.26;-;-0.31%
Dec 23;2014;3820.58;3798.88;3824.62;3790.17;-;0.58%
Dec 24;2014;3812.14;3820.71;3823.61;3804.87;-;-0.22%
Dec 26;2014;3818.48;3812.14;3833.22;3809.45;-;0.17%
Dec 29;2014;3854.41;3818.48;3865.91;3818.48;-;0.94%
Dec 30;2014;3850.96;3854.41;3855.96;3842.91;-;-0.09%
Jan 02;2015;3851.23;3852.21;3861.85;3843.48;-;0.01%
Jan 05;2015;3797.99;3852.11;3859.12;3793.90;-;-1.38%
Jan 06;2015;3776.64;3797.99;3805.21;3774.70;-;-0.56%
Jan 07;2015;3776.65;3776.64;3794.15;3775.65;-;0.00%
Jan 08;2015;3785.57;3778.53;3804.56;3778.53;-;0.24%
Jan 09;2015;3783.06;3785.57;3797.24;3777.92;-;-0.07%
Jan 12;2015;3779.32;3784.65;3789.45;3774.75;-;-0.10%
Jan 13;2015;3786.57;3779.32;3814.64;3777.26;-;0.19%
Jan 14;2015;3749.10;3786.57;3791.16;3745.14;-;-0.99%
Jan 15;2015;3729.39;3749.10;3764.31;3726.50;-;-0.53%
Jan 16;2015;3729.91;3729.39;3750.65;3725.67;-;0.01%
Jan 19;2015;3733.46;3729.91;3736.03;3726.03;-;0.10%
Jan 20;2015;3748.76;3733.46;3756.53;3733.24;-;0.41%
Jan 21;2015;3806.04;3748.76;3811.33;3748.76;-;1.53%
Jan 22;2015;3865.59;3806.04;3867.33;3801.93;-;1.56%
Jan 23;2015;3859.89;3865.59;3900.74;3838.56;-;-0.15%
Jan 26;2015;3837.62;3862.85;3863.82;3822.03;-;-0.58%
Jan 27;2015;3852.71;3837.62;3857.61;3814.83;-;0.39%
Jan 28;2015;3845.37;3852.71;3867.22;3838.98;-;-0.19%
Jan 29;2015;3839.79;3845.37;3847.96;3829.44;-;-0.15%
Jan 30;2015;3836.73;3839.79;3846.68;3808.71;-;-0.08%
feb-02;2015;3861.55;3836.33;3864.88;3832.45;-;0.65%
feb-03;2015;3915.34;3861.55;3918.16;3860.32;-;1.39%
feb-04;2015;3917.29;3915.34;3924.99;3911.93;-;0.05%
feb-05;2015;3931.16;3917.29;3957.00;3913.24;-;0.35%
feb-06;2015;3951.17;3931.16;3963.02;3931.16;-;0.51%
feb-09;2015;3923.71;3951.17;3954.47;3918.53;-;-0.69%
feb-10;2015;3905.48;3923.71;3932.08;3900.30;-;-0.46%
feb-11;2015;3920.45;3905.48;3933.64;3903.56;-;0.38%
feb-12;2015;3963.81;3920.45;3976.36;3920.45;-;1.11%
feb-13;2015;3983.27;3963.81;3993.12;3962.94;-;0.49%
feb-16;2015;3994.03;3983.27;4003.15;3982.62;-;0.27%
feb-17;2015;3983.54;3994.28;3995.98;3974.54;-;-0.26%
feb-18;2015;3990.16;3983.54;3992.17;3977.66;-;0.17%
feb-19;2015;3996.13;3990.16;4003.07;3989.76;-;0.15%
feb-20;2015;3994.14;3996.13;4000.70;3986.07;-;-0.05%
feb-23;2015;4024.08;3994.14;4035.74;3991.68;-;0.75%
feb-24;2015;3987.49;4024.08;4037.87;3984.16;-;-0.91%
feb-25;2015;3986.05;3987.49;4005.76;3970.81;-;-0.04%
feb-26;2015;3988.89;3986.05;3995.50;3975.07;-;0.07%
feb-27;2015;3983.72;3988.89;4004.75;3975.26;-;-0.13%
mar-02;2015;3940.95;3983.72;3990.32;3932.17;-;-1.07%
mar-03;2015;3966.17;3940.95;3971.82;3936.09;-;0.64%
mar-04;2015;3963.00;3966.17;3991.51;3958.18;-;-0.08%
mar-05;2015;3952.89;3963.00;3974.34;3950.18;-;-0.26%
mar-06;2015;3933.54;3952.89;3966.72;3930.41;-;-0.49%
mar-09;2015;3890.58;3933.54;3934.72;3879.00;-;-1.09%
mar-10;2015;3871.16;3896.67;3900.41;3866.06;-;-0.50%
mar-11;2015;3867.46;3871.16;3891.05;3855.96;-;-0.10%
mar-12;2015;3873.52;3867.46;3893.59;3866.80;-;0.16%
mar-13;2015;3826.46;3873.52;3875.38;3824.99;-;-1.21%
mar-16;2015;3830.70;3826.46;3847.79;3826.46;-;0.11%
mar-17;2015;3849.72;3830.70;3865.05;3827.70;-;0.50%
mar-18;2015;3865.40;3849.72;3874.39;3839.47;-;0.41%
mar-19;2015;3863.20;3869.75;3875.45;3859.58;-;-0.06%
mar-20;2015;3885.25;3863.20;3892.27;3860.09;-;0.57%
mar-23;2015;3878.24;3893.37;3901.36;3867.33;-;-0.18%
mar-24;2015;3895.62;3878.24;3897.29;3878.24;-;0.45%
mar-25;2015;3897.30;3895.62;3906.02;3889.60;-;0.04%
mar-26;2015;3872.02;3897.43;3900.01;3863.19;-;-0.65%
mar-27;2015;3884.33;3872.02;3897.12;3863.54;-;0.32%
mar-30;2015;3912.63;3884.33;3915.60;3883.69;-;0.73%
mar-31;2015;3916.92;3912.63;3918.35;3905.58;-;0.11%
Apr 01;2015;3939.17;3916.92;3943.30;3908.41;-;0.57%
Apr 02;2015;3965.71;3939.17;3972.23;3935.69;-;0.67%
Apr 06;2015;3979.92;3965.71;3983.59;3949.09;-;0.36%
Apr 07;2015;3981.33;3979.92;3983.26;3964.48;-;0.04%
Apr 08;2015;3992.10;3981.33;3997.03;3976.41;-;0.27%
Apr 09;2015;4014.21;3992.10;4016.63;3987.25;-;0.55%
Apr 10;2015;4035.72;4014.21;4040.03;4009.37;-;0.54%
Apr 13;2015;4039.58;4035.72;4047.54;4028.93;-;0.10%
Apr 14;2015;4018.82;4040.00;4042.62;4009.87;-;-0.51%
Apr 15;2015;4032.00;4018.82;4040.12;4016.34;-;0.33%
Apr 16;2015;4068.99;4019.30;4073.57;4019.30;-;0.92%
Apr 17;2015;4018.06;4068.99;4069.65;4011.03;-;-1.25%
Apr 20;2015;4020.59;4019.21;4034.77;4018.38;-;0.06%
Apr 21;2015;4036.12;4020.59;4038.32;4020.59;-;0.39%
Apr 22;2015;4036.34;4036.18;4041.46;4020.82;-;0.01%
Apr 23;2015;4055.44;4036.53;4061.39;4035.46;-;0.47%
Apr 24;2015;4075.92;4068.09;4079.57;4060.11;-;0.51%
Apr 27;2015;4130.26;4075.16;4131.62;4073.44;-;1.33%
Apr 28;2015;4090.16;4132.34;4133.67;4083.52;-;-0.97%
Apr 29;2015;4055.14;4085.71;4089.33;4052.80;-;-0.86%
Apr 30;2015;4043.45;4057.10;4066.38;4030.92;-;-0.29%
may-04;2015;4062.80;4044.97;4068.10;4044.85;-;0.48%
may-05;2015;4086.75;4064.67;4091.01;4063.70;-;0.59%
may-06;2015;4112.17;4087.62;4115.62;4081.55;-;0.62%
may-07;2015;4110.27;4116.22;4116.43;4098.21;-;-0.05%
may-08;2015;4105.91;4112.69;4130.78;4098.24;-;-0.11%
may-11;2015;4144.98;4113.28;4148.23;4110.91;-;0.95%
may-12;2015;4118.15;4145.42;4146.11;4107.03;-;-0.65%
may-13;2015;4098.71;4119.08;4127.31;4093.07;-;-0.47%
may-14;2015;4076.73;4098.98;4113.14;4074.45;-;-0.54%
may-15;2015;4111.66;4078.27;4116.13;4078.27;-;0.86%
may-18;2015;4107.00;4117.36;4122.64;4092.90;-;-0.11%
may-19;2015;4080.03;4119.21;4119.21;4077.47;-;-0.66%
may-20;2015;4057.94;4079.97;4080.24;4052.78;-;-0.54%
may-22;2015;4061.82;4059.81;4071.57;4047.44;-;0.10%
may-25;2015;4043.97;4066.50;4070.37;4038.77;-;-0.44%
may-26;2015;4016.83;4044.45;4051.99;4012.05;-;-0.67%
may-27;2015;4036.61;4021.06;4043.17;4015.82;-;0.49%
may-28;2015;4032.16;4038.93;4039.76;4013.56;-;-0.11%
may-29;2015;4045.62;4031.91;4058.04;4031.91;-;0.33%
jun-01;2015;4004.96;4038.52;4042.93;4003.11;-;-1.01%
jun-02;2015;3986.11;4005.28;4017.21;3980.49;-;-0.47%
jun-03;2015;3994.46;3987.13;3999.41;3987.13;-;0.21%
jun-04;2015;3952.84;3994.30;3996.90;3950.84;-;-1.04%
jun-05;2015;3967.03;3946.58;3972.59;3940.40;-;0.36%
jun-08;2015;3946.98;3967.67;3979.19;3945.07;-;-0.51%
jun-09;2015;3906.62;3948.04;3949.81;3902.81;-;-1.02%
jun-10;2015;3956.19;3908.83;3971.19;3908.10;-;1.27%
jun-11;2015;3967.39;3957.30;3974.49;3949.30;-;0.28%
jun-12;2015;3957.42;3966.46;3973.20;3957.41;-;-0.25%
jun-15;2015;3925.85;3958.28;3964.47;3918.55;-;-0.80%
jun-16;2015;3937.52;3923.86;3941.65;3919.04;-;0.30%
jun-17;2015;3950.91;3937.96;3958.94;3933.62;-;0.34%
jun-18;2015;3914.35;3949.82;3954.31;3907.76;-;-0.93%
jun-19;2015;3893.14;3914.61;3921.36;3874.06;-;-0.54%
jun-22;2015;3918.64;3885.35;3928.27;3885.35;-;0.65%
jun-23;2015;3922.31;3921.28;3953.98;3918.14;-;0.09%
jun-24;2015;3905.64;3923.61;3924.80;3897.86;-;-0.43%
jun-25;2015;3860.33;3918.52;3918.52;3851.34;-;-1.16%
jun-26;2015;3881.39;3861.49;3884.52;3861.49;-;0.55%
jun-30;2015;3897.10;3874.51;3902.35;3847.94;-;0.40%
jul-01;2015;3831.88;3898.23;3910.73;3823.20;-;-1.67%
jul-02;2015;3855.09;3831.99;3862.48;3827.00;-;0.61%
jul-03;2015;3842.93;3854.56;3860.21;3839.79;-;-0.32%
jul-06;2015;3796.02;3835.11;3835.87;3794.62;-;-1.22%
jul-07;2015;3777.91;3795.42;3802.71;3755.04;-;-0.48%
jul-08;2015;3758.12;3778.72;3782.45;3752.00;-;-0.52%
jul-09;2015;3796.55;3768.25;3804.44;3766.49;-;1.02%
jul-10;2015;3881.73;3799.41;3886.97;3799.41;-;2.24%
jul-13;2015;3903.08;3884.09;3908.51;3884.09;-;0.55%
jul-14;2015;3915.92;3903.72;3925.78;3892.18;-;0.33%
jul-15;2015;3902.69;3915.27;3919.77;3884.89;-;-0.34%
jul-17;2015;3900.26;3905.19;3910.94;3876.62;-;-0.06%
jul-20;2015;3912.48;3902.50;3920.77;3898.98;-;0.31%
jul-21;2015;3922.79;3910.38;3926.97;3902.30;-;0.26%
jul-22;2015;3891.28;3923.13;3923.76;3882.39;-;-0.80%
jul-23;2015;3871.28;3891.01;3894.36;3864.81;-;-0.51%
jul-24;2015;3840.26;3871.02;3880.26;3837.16;-;-0.80%
jul-27;2015;3793.47;3837.50;3837.50;3781.87;-;-1.22%
jul-28;2015;3782.75;3793.47;3818.15;3782.75;-;-0.28%
jul-29;2015;3804.75;3786.39;3811.97;3786.26;-;0.58%
jul-30;2015;3788.04;3804.89;3812.52;3779.49;-;-0.44%
jul-31;2015;3870.35;3789.03;3872.30;3787.88;-;2.17%
Aug 03;2015;3836.37;3867.44;3867.57;3823.27;-;-0.88%
Aug 04;2015;3850.07;3839.64;3856.78;3838.45;-;0.36%
Aug 05;2015;3875.96;3856.12;3893.61;3853.94;-;0.67%
Aug 06;2015;3866.70;3876.83;3880.45;3857.22;-;-0.24%
Aug 07;2015;3862.89;3869.01;3873.77;3849.15;-;-0.10%
Aug 10;2015;3869.17;3862.43;3874.65;3859.01;-;0.16%
Aug 11;2015;3836.18;3869.17;3870.50;3834.88;-;-0.85%
Aug 12;2015;3828.28;3835.94;3836.02;3802.57;-;-0.21%
Aug 13;2015;3813.34;3830.96;3839.77;3802.98;-;-0.39%
Aug 14;2015;3799.30;3811.40;3811.40;3787.47;-;-0.37%
Aug 17;2015;3785.55;3800.39;3805.97;3784.82;-;-0.36%
Aug 18;2015;3778.94;3785.38;3793.61;3765.97;-;-0.17%
Aug 19;2015;3777.94;3778.68;3779.21;3761.10;-;-0.03%
Aug 20;2015;3765.28;3777.94;3779.27;3759.84;-;-0.34%
Aug 21;2015;3718.90;3766.67;3766.67;3710.32;-;-1.23%
Aug 24;2015;3615.99;3709.86;3709.86;3587.90;-;-2.77%
Aug 25;2015;3666.40;3627.19;3712.56;3627.19;-;1.39%
Aug 26;2015;3677.40;3667.13;3690.86;3541.79;-;0.30%
Aug 27;2015;3792.66;3681.41;3803.60;3681.41;-;3.13%
Aug 28;2015;3798.99;3795.57;3808.38;3789.40;-;0.17%
Aug 31;2015;3840.21;3798.57;3850.75;3755.96;-;1.09%
