Date;Price;Open;High;Low;Vol.;Change %;
sept-01;2015;3786.22;3838.84;3838.84;3776.29;-;-1.41%
sept-02;2015;3799.43;3785.98;3809.47;3777.98;-;0.35%
sept-03;2015;3843.17;3794.10;3845.60;3792.95;-;1.15%
sept-04;2015;3774.27;3842.07;3844.94;3762.88;-;-1.79%
sept-07;2015;3774.92;3774.14;3782.09;3768.59;-;0.02%
sept-08;2015;3755.12;3778.79;3798.35;3750.89;-;-0.52%
sept-09;2015;3734.46;3762.20;3775.79;3731.99;-;-0.55%
sept-10;2015;3763.59;3728.44;3766.00;3694.53;-;0.78%
sept-11;2015;3748.68;3763.53;3763.55;3743.28;-;-0.40%
sept-14;2015;3754.50;3748.59;3763.97;3726.01;-;0.16%
sept-15;2015;3774.99;3754.14;3781.05;3751.57;-;0.55%
sept-16;2015;3807.10;3774.47;3810.05;3774.21;-;0.85%
sept-17;2015;3796.69;3808.69;3821.51;3788.63;-;-0.27%
sept-21;2015;3793.69;3793.41;3820.05;3789.13;-;-0.08%
sept-22;2015;3752.66;3794.89;3794.89;3741.22;-;-1.08%
sept-23;2015;3722.27;3753.45;3769.66;3712.51;-;-0.81%
sept-24;2015;3727.39;3721.27;3729.27;3682.77;-;0.14%
sept-25;2015;3716.38;3728.56;3759.66;3708.86;-;-0.30%
sept-28;2015;3652.83;3715.11;3715.11;3647.96;-;-1.71%
sept-29;2015;3657.39;3653.05;3667.92;3652.03;-;0.12%
sept-30;2015;3685.18;3661.58;3699.14;3661.58;-;0.76%
oct-01;2015;3684.70;3685.18;3701.90;3675.47;-;-0.01%
oct-02;2015;3691.69;3684.60;3697.38;3662.27;-;0.19%
oct-05;2015;3745.81;3694.47;3747.14;3693.91;-;1.47%
oct-06;2015;3776.31;3745.81;3779.99;3743.27;-;0.81%
oct-07;2015;3797.02;3776.31;3803.28;3768.17;-;0.55%
oct-08;2015;3805.45;3796.41;3808.78;3777.71;-;0.22%
oct-09;2015;3832.55;3805.43;3840.69;3805.43;-;0.71%
oct-13;2015;3820.34;3832.21;3839.61;3805.67;-;-0.32%
oct-14;2015;3793.73;3821.82;3824.18;3792.95;-;-0.70%
oct-15;2015;3808.45;3794.58;3811.30;3792.84;-;0.39%
oct-16;2015;3796.71;3810.85;3819.21;3790.81;-;-0.31%
oct-19;2015;3812.35;3796.25;3814.46;3789.67;-;0.41%
oct-20;2015;3822.33;3811.74;3830.05;3807.94;-;0.26%
oct-21;2015;3834.37;3822.33;3838.74;3819.41;-;0.31%
oct-22;2015;3873.40;3834.58;3878.92;3832.27;-;1.02%
oct-23;2015;3896.03;3873.12;3899.85;3871.42;-;0.58%
oct-26;2015;3904.88;3897.14;3943.60;3895.57;-;0.23%
oct-27;2015;3875.79;3904.72;3915.07;3857.77;-;-0.74%
oct-28;2015;3873.86;3873.54;3888.56;3862.60;-;-0.05%
oct-29;2015;3836.40;3873.26;3873.26;3836.21;-;-0.97%
oct-30;2015;3827.99;3836.86;3836.97;3813.96;-;-0.22%
nov-02;2015;3839.01;3827.99;3842.70;3819.80;-;0.29%
nov-03;2015;3873.10;3838.08;3879.34;3829.26;-;0.89%
nov-04;2015;3865.68;3876.62;3902.74;3852.41;-;-0.19%
nov-05;2015;3858.99;3866.13;3874.38;3853.15;-;-0.17%
nov-06;2015;3849.62;3859.02;3870.38;3841.81;-;-0.24%
nov-09;2015;3830.55;3849.69;3865.80;3825.34;-;-0.50%
nov-10;2015;3808.16;3830.55;3832.54;3792.75;-;-0.58%
nov-11;2015;3804.62;3807.97;3827.57;3800.31;-;-0.09%
nov-12;2015;3794.35;3804.62;3807.40;3788.14;-;-0.27%
nov-13;2015;3779.32;3797.10;3797.10;3760.79;-;-0.40%
nov-16;2015;3759.66;3782.82;3794.37;3755.94;-;-0.52%
nov-17;2015;3735.10;3764.49;3774.67;3733.69;-;-0.65%
nov-18;2015;3766.65;3735.10;3773.43;3729.35;-;0.84%
nov-19;2015;3802.74;3772.70;3807.80;3768.43;-;0.96%
nov-20;2015;3844.66;3802.74;3851.01;3798.96;-;1.10%
nov-23;2015;3805.58;3844.81;3863.12;3800.73;-;-1.02%
nov-24;2015;3774.80;3805.41;3807.81;3752.72;-;-0.81%
nov-25;2015;3760.31;3774.96;3787.02;3760.31;-;-0.38%
nov-26;2015;3757.01;3761.34;3770.55;3753.61;-;-0.09%
nov-27;2015;3719.01;3757.43;3758.46;3718.64;-;-1.01%
nov-30;2015;3655.30;3719.29;3737.51;3643.99;-;-1.71%
Dec 01;2015;3633.58;3657.90;3683.42;3620.46;-;-0.59%
Dec 02;2015;3605.10;3640.53;3647.75;3601.57;-;-0.78%
Dec 03;2015;3605.11;3606.83;3623.78;3600.43;-;0.00%
Dec 04;2015;3612.82;3609.66;3617.56;3593.74;-;0.21%
Dec 07;2015;3590.00;3613.95;3627.20;3587.09;-;-0.63%
Dec 09;2015;3559.16;3590.42;3590.42;3554.44;-;-0.86%
Dec 10;2015;3564.32;3559.16;3581.79;3553.53;-;0.14%
Dec 11;2015;3533.07;3563.93;3568.65;3522.59;-;-0.88%
Dec 14;2015;3532.73;3536.86;3547.99;3490.34;-;-0.01%
Dec 15;2015;3570.23;3533.43;3577.56;3533.43;-;1.06%
Dec 16;2015;3619.54;3570.29;3627.79;3570.29;-;1.38%
Dec 17;2015;3663.05;3624.23;3668.29;3624.23;-;1.20%
Dec 18;2015;3626.47;3663.05;3672.75;3615.15;-;-1.00%
Dec 21;2015;3600.88;3627.39;3648.75;3600.88;-;-0.71%
Dec 22;2015;3608.04;3600.89;3614.62;3594.78;-;0.20%
Dec 23;2015;3661.24;3608.21;3663.01;3608.21;-;1.47%
Dec 24;2015;3655.26;3661.38;3662.10;3648.33;-;-0.16%
Dec 28;2015;3655.40;3655.49;3661.71;3645.47;-;0.00%
Dec 29;2015;3664.64;3657.43;3679.65;3653.25;-;0.25%
Dec 30;2015;3680.21;3664.29;3697.83;3659.96;-;0.42%
Jan 04;2016;3621.24;3678.32;3687.27;3614.84;-;-1.60%
Jan 05;2016;3626.13;3621.14;3632.09;3614.57;-;0.14%
Jan 06;2016;3614.97;3625.74;3635.51;3607.32;-;-0.31%
Jan 07;2016;3557.77;3615.89;3615.89;3553.17;-;-1.58%
Jan 08;2016;3559.16;3560.40;3584.91;3549.19;-;0.04%
Jan 11;2016;3543.36;3555.22;3572.50;3535.57;-;-0.44%
Jan 12;2016;3527.35;3545.34;3555.79;3520.67;-;-0.45%
Jan 13;2016;3531.58;3528.11;3559.54;3528.11;-;0.12%
Jan 14;2016;3547.45;3531.60;3550.08;3516.79;-;0.45%
Jan 15;2016;3486.34;3549.04;3549.53;3480.67;-;-1.72%
Jan 18;2016;3474.04;3486.62;3488.54;3470.96;-;-0.35%
Jan 19;2016;3479.40;3478.21;3510.53;3474.67;-;0.15%
Jan 20;2016;3455.74;3477.32;3477.35;3418.77;-;-0.68%
Jan 21;2016;3474.68;3455.74;3490.88;3445.24;-;0.55%
Jan 22;2016;3531.56;3475.65;3534.60;3475.65;-;1.64%
Jan 25;2016;3532.40;3535.17;3539.73;3526.87;-;0.02%
Jan 26;2016;3540.78;3530.35;3543.36;3510.01;-;0.24%
Jan 27;2016;3546.20;3540.78;3548.76;3528.63;-;0.15%
Jan 28;2016;3593.00;3546.86;3600.06;3546.86;-;1.32%
Jan 29;2016;3705.92;3593.03;3713.75;3593.03;-;3.14%
feb-01;2016;3707.22;3702.71;3714.86;3661.49;-;0.04%
feb-02;2016;3632.90;3709.95;3709.95;3612.84;-;-2.00%
feb-03;2016;3590.41;3632.90;3636.68;3573.13;-;-1.17%
feb-04;2016;3666.26;3590.41;3682.52;3590.41;-;2.11%
feb-05;2016;3656.44;3666.37;3671.64;3650.25;-;-0.27%
feb-08;2016;3651.39;3656.44;3656.46;3629.35;-;-0.14%
feb-09;2016;3649.16;3651.39;3653.62;3630.02;-;-0.06%
feb-10;2016;3675.67;3650.59;3683.18;3650.47;-;0.73%
feb-11;2016;3650.88;3675.67;3675.69;3621.61;-;-0.67%
feb-12;2016;3667.47;3651.12;3676.60;3651.12;-;0.45%
feb-15;2016;3679.89;3666.96;3688.42;3666.96;-;0.34%
feb-16;2016;3714.33;3679.99;3718.65;3679.14;-;0.94%
feb-17;2016;3738.61;3703.56;3750.07;3703.56;-;0.65%
feb-18;2016;3768.24;3737.19;3773.03;3729.78;-;0.79%
feb-19;2016;3755.26;3768.17;3768.17;3739.51;-;-0.34%
feb-22;2016;3754.41;3757.11;3774.02;3748.75;-;-0.02%
feb-23;2016;3716.22;3754.41;3757.89;3709.60;-;-1.02%
feb-24;2016;3678.46;3716.27;3728.44;3666.91;-;-1.02%
feb-25;2016;3693.51;3678.11;3697.20;3675.04;-;0.41%
feb-26;2016;3711.75;3694.75;3729.06;3694.75;-;0.49%
feb-29;2016;3715.84;3711.75;3731.48;3703.36;-;0.11%
mar-01;2016;3744.66;3717.68;3751.81;3713.48;-;0.78%
mar-02;2016;3766.83;3744.50;3773.06;3744.50;-;0.59%
mar-03;2016;3817.47;3765.96;3819.38;3765.95;-;1.34%
mar-04;2016;3838.39;3819.40;3854.03;3819.40;-;0.55%
mar-07;2016;3838.00;3845.11;3857.36;3833.14;-;-0.01%
mar-08;2016;3820.54;3838.05;3841.94;3804.80;-;-0.45%
mar-09;2016;3812.65;3818.61;3821.87;3783.60;-;-0.21%
mar-10;2016;3834.24;3812.67;3836.17;3812.67;-;0.57%
mar-11;2016;3839.83;3839.11;3853.81;3839.11;-;0.15%
mar-14;2016;3856.83;3833.00;3861.57;3832.20;-;0.44%
mar-15;2016;3851.28;3856.83;3859.41;3838.29;-;-0.14%
mar-16;2016;3861.14;3849.51;3862.32;3836.98;-;0.26%
mar-17;2016;3898.11;3865.21;3900.68;3838.91;-;0.96%
mar-18;2016;3962.90;3899.18;3978.96;3899.18;-;1.66%
mar-21;2016;3967.02;3970.18;3978.10;3953.58;-;0.10%
mar-22;2016;3967.02;3968.96;3968.96;3937.70;-;0.00%
mar-23;2016;3899.26;3950.51;3952.71;3887.11;-;-1.71%
mar-24;2016;3885.12;3898.60;3900.83;3872.70;-;-0.36%
mar-28;2016;3884.42;3886.44;3899.45;3882.94;-;-0.02%
mar-29;2016;3917.65;3880.95;3922.27;3880.79;-;0.86%
mar-30;2016;3946.47;3919.91;3951.89;3919.79;-;0.74%
mar-31;2016;3937.49;3946.35;3949.86;3913.65;-;-0.23%
Apr 01;2016;3947.34;3937.20;3958.76;3908.48;-;0.25%
Apr 04;2016;3950.13;3947.44;3954.96;3932.85;-;0.07%
Apr 05;2016;3920.31;3949.27;3951.27;3913.80;-;-0.75%
Apr 06;2016;3883.40;3919.59;3919.59;3877.82;-;-0.94%
Apr 07;2016;3890.16;3885.80;3891.99;3866.42;-;0.17%
Apr 08;2016;3926.83;3898.52;3930.68;3898.52;-;0.94%
Apr 11;2016;3923.38;3926.98;3939.97;3916.26;-;-0.09%
Apr 12;2016;3953.68;3923.84;3955.87;3921.12;-;0.77%
Apr 13;2016;3957.24;3956.05;3976.33;3953.68;-;0.09%
Apr 14;2016;3950.56;3957.96;3969.80;3942.71;-;-0.17%
Apr 15;2016;3962.06;3948.52;3965.72;3941.59;-;0.29%
Apr 18;2016;3965.07;3964.97;3978.05;3951.05;-;0.08%
Apr 19;2016;3989.69;3965.31;4000.75;3965.31;-;0.62%
Apr 20;2016;3985.07;3990.66;4002.70;3977.25;-;-0.12%
Apr 21;2016;3986.46;4053.58;4084.61;3978.40;-;0.03%
Apr 22;2016;3972.10;3995.28;3995.28;3961.73;-;-0.36%
Apr 25;2016;3953.20;3972.74;3975.55;3938.40;-;-0.48%
Apr 26;2016;3952.85;3953.72;3962.65;3941.52;-;-0.01%
Apr 27;2016;3979.58;3952.79;3984.66;3952.76;-;0.68%
Apr 28;2016;4022.59;3980.55;4027.01;3977.12;-;1.08%
Apr 29;2016;4002.07;4022.47;4030.95;3993.06;-;-0.51%
may-02;2016;4004.04;4008.84;4014.70;3991.25;-;0.05%
may-03;2016;4001.36;4003.73;4006.64;3969.11;-;-0.07%
may-04;2016;4006.14;4004.13;4017.55;3989.68;-;0.12%
may-05;2016;4014.44;4013.34;4025.35;4003.58;-;0.21%
may-06;2016;4003.02;4017.13;4022.22;3995.70;-;-0.28%
may-09;2016;3986.31;4009.42;4010.13;3973.88;-;-0.42%
may-10;2016;4004.89;3986.31;4012.07;3968.55;-;0.47%
may-11;2016;4000.23;4008.16;4010.82;3985.90;-;-0.12%
may-12;2016;4015.10;4009.29;4023.86;4004.64;-;0.37%
may-13;2016;4002.72;4013.57;4018.76;3991.48;-;-0.31%
may-16;2016;3992.78;4007.48;4027.32;3984.06;-;-0.25%
may-17;2016;3976.35;3992.62;3997.96;3973.99;-;-0.41%
may-18;2016;3966.45;3993.82;3993.82;3942.92;-;-0.25%
may-19;2016;3938.45;3969.83;3971.96;3926.94;-;-0.71%
may-20;2016;3940.07;3941.75;3965.77;3932.97;-;0.04%
may-23;2016;3949.33;3942.35;3954.68;3938.49;-;0.24%
may-24;2016;3955.47;3947.85;3960.94;3947.85;-;0.16%
may-25;2016;3958.61;3955.61;3973.16;3952.67;-;0.08%
may-26;2016;3952.45;3962.84;3969.41;3948.38;-;-0.16%
may-27;2016;3947.18;3951.24;3964.43;3941.85;-;-0.13%
may-30;2016;3949.67;3947.47;3957.76;3947.47;-;0.06%
may-31;2016;3934.71;3949.86;3962.81;3927.36;-;-0.38%
jun-01;2016;3929.72;3938.93;3942.57;3920.58;-;-0.13%
jun-02;2016;3918.60;3929.68;3939.21;3917.51;-;-0.28%
jun-03;2016;3955.87;3919.15;3960.80;3915.57;-;0.95%
jun-06;2016;3987.54;3955.87;3990.09;3955.87;-;0.80%
jun-07;2016;4014.71;3987.64;4016.54;3987.64;-;0.68%
jun-08;2016;4012.77;4015.53;4036.96;4008.77;-;-0.05%
jun-09;2016;3975.91;4012.52;4014.33;3966.97;-;-0.92%
jun-10;2016;3954.49;3977.86;3979.13;3953.58;-;-0.54%
jun-13;2016;3940.88;3955.02;3955.02;3847.19;-;-0.34%
jun-14;2016;3939.66;3940.90;3943.23;3923.24;-;-0.03%
jun-15;2016;3958.12;3939.93;3963.43;3938.25;-;0.47%
jun-16;2016;3963.30;3958.68;3970.28;3940.97;-;0.13%
jun-17;2016;3976.86;3964.00;3989.70;3963.55;-;0.34%
jun-20;2016;3980.95;3975.16;3999.74;3975.16;-;0.10%
jun-21;2016;3989.21;3980.95;3997.76;3963.26;-;0.21%
jun-22;2016;3993.43;3989.21;4005.09;3987.36;-;0.11%
jun-23;2016;4022.23;3996.49;4024.44;3993.80;-;0.72%
jun-24;2016;3965.17;3992.18;3992.18;3929.12;-;-1.42%
jun-28;2016;3936.03;3966.31;3966.31;3927.82;-;-0.73%
jun-29;2016;3978.49;3937.70;3982.10;3937.70;-;1.08%
jun-30;2016;3995.91;3978.49;3998.67;3971.39;-;0.44%
jul-01;2016;4029.51;3995.65;4034.13;3992.02;-;0.84%
jul-04;2016;4029.17;4029.91;4044.02;4028.50;-;-0.01%
jul-05;2016;4018.07;4029.73;4031.49;4005.97;-;-0.28%
jul-06;2016;3994.96;4028.39;4029.40;3992.42;-;-0.58%
jul-07;2016;3997.71;3993.67;4006.41;3993.67;-;0.07%
jul-08;2016;4024.96;3996.72;4026.41;3996.68;-;0.68%
jul-11;2016;4034.24;4021.12;4038.70;4012.34;-;0.23%
jul-12;2016;4059.87;4034.94;4084.32;4034.43;-;0.64%
jul-13;2016;4048.02;4063.29;4063.29;4037.30;-;-0.29%
jul-14;2016;4074.97;4047.98;4080.34;4047.98;-;0.67%
jul-15;2016;4098.61;4067.15;4102.95;4067.15;-;0.58%
jul-18;2016;4112.28;4103.02;4118.44;4098.24;-;0.33%
jul-19;2016;4139.71;4112.95;4142.45;4112.00;-;0.67%
jul-20;2016;4108.70;4141.92;4152.66;4100.23;-;-0.75%
jul-21;2016;4121.37;4108.57;4124.68;4097.19;-;0.31%
jul-22;2016;4143.81;4121.37;4149.73;4120.01;-;0.54%
jul-25;2016;4144.46;4145.15;4153.22;4132.25;-;0.02%
jul-26;2016;4148.53;4144.59;4156.47;4140.15;-;0.10%
jul-27;2016;4146.67;4150.19;4161.42;4144.13;-;-0.04%
jul-28;2016;4139.38;4147.85;4150.80;4134.51;-;-0.18%
jul-29;2016;4117.47;4140.52;4141.83;4108.58;-;-0.53%
Aug 01;2016;4118.24;4117.47;4130.56;4096.73;-;0.02%
Aug 02;2016;4089.07;4120.67;4121.04;4081.01;-;-0.71%
Aug 03;2016;4097.83;4088.31;4109.61;4086.80;-;0.21%
Aug 04;2016;4116.85;4096.82;4120.67;4096.59;-;0.46%
Aug 05;2016;4120.89;4116.85;4126.78;4110.47;-;0.10%
Aug 08;2016;4139.25;4121.06;4142.10;4120.92;-;0.45%
Aug 09;2016;4148.26;4135.98;4149.65;4133.29;-;0.22%
Aug 10;2016;4134.18;4150.51;4150.66;4127.45;-;-0.34%
Aug 11;2016;4151.63;4135.42;4155.74;4126.87;-;0.42%
Aug 12;2016;4160.28;4151.50;4167.79;4142.56;-;0.21%
Aug 16;2016;4170.30;4160.34;4175.21;4159.37;-;0.24%
Aug 17;2016;4132.50;4170.30;4173.61;4121.66;-;-0.91%
Aug 18;2016;4143.81;4132.59;4146.87;4124.00;-;0.27%
Aug 19;2016;4147.42;4143.59;4154.20;4136.34;-;0.09%
Aug 22;2016;4159.49;4144.55;4165.03;4123.84;-;0.29%
Aug 23;2016;4172.09;4162.40;4182.13;4159.01;-;0.30%
Aug 24;2016;4159.86;4167.81;4183.35;4152.82;-;-0.29%
Aug 25;2016;4153.02;4159.30;4167.80;4148.49;-;-0.16%
Aug 26;2016;4142.51;4152.84;4157.45;4134.48;-;-0.25%
Aug 29;2016;4155.35;4147.60;4162.97;4145.66;-;0.31%
Aug 30;2016;4140.72;4155.13;4171.28;4138.27;-;-0.35%
Aug 31;2016;4119.28;4139.83;4150.26;4110.52;-;-0.52%
sept-01;2016;4120.80;4123.26;4129.14;4109.66;-;0.04%
sept-02;2016;4140.15;4120.89;4143.07;4120.65;-;0.47%
sept-05;2016;4130.13;4146.04;4150.33;4118.95;-;-0.24%
sept-06;2016;4133.97;4129.78;4146.62;4110.05;-;0.09%
sept-07;2016;4114.96;4134.31;4134.31;4105.70;-;-0.46%
sept-08;2016;4106.14;4114.38;4117.69;4095.78;-;-0.21%
sept-09;2016;4092.76;4105.73;4116.09;4087.98;-;-0.33%
sept-12;2016;4067.89;4092.71;4092.71;4054.39;-;-0.61%
sept-13;2016;4064.04;4067.71;4068.06;4051.21;-;-0.09%
sept-14;2016;4065.27;4063.20;4073.01;4060.16;-;0.03%
sept-15;2016;4066.88;4065.55;4077.01;4063.31;-;0.04%
sept-16;2016;4048.29;4067.75;4070.59;4032.47;-;-0.46%
sept-20;2016;4063.01;4048.29;4074.55;4041.79;-;0.36%
sept-21;2016;4074.70;4063.73;4076.81;4059.66;-;0.29%
sept-22;2016;4100.17;4074.90;4103.29;4074.90;-;0.63%
sept-23;2016;4094.00;4100.17;4107.87;4075.94;-;-0.15%
sept-26;2016;4089.39;4095.12;4102.43;4078.31;-;-0.11%
sept-27;2016;4052.52;4092.49;4092.90;4043.13;-;-0.90%
sept-28;2016;4063.94;4054.69;4065.99;4046.38;-;0.28%
sept-29;2016;4052.33;4065.08;4070.46;4046.21;-;-0.29%
sept-30;2016;4015.25;4052.41;4054.51;4006.69;-;-0.92%
oct-03;2016;4036.95;4015.26;4040.94;4014.05;-;0.54%
oct-04;2016;4063.26;4038.04;4066.58;4037.86;-;0.65%
oct-05;2016;4085.15;4061.48;4091.18;4048.94;-;0.54%
oct-06;2016;4077.28;4085.02;4085.62;4065.39;-;-0.19%
oct-07;2016;4075.68;4075.66;4087.40;4071.49;-;-0.04%
oct-11;2016;4103.55;4076.58;4105.56;4065.95;-;0.68%
oct-12;2016;4112.20;4099.91;4117.28;4093.53;-;0.21%
oct-13;2016;4125.40;4113.25;4127.87;4080.01;-;0.32%
oct-14;2016;4141.16;4126.25;4144.85;4124.60;-;0.38%
oct-17;2016;4151.79;4140.68;4160.20;4132.98;-;0.26%
oct-18;2016;4202.16;4152.80;4204.38;4152.66;-;1.21%
oct-19;2016;4256.38;4203.04;4259.99;4203.04;-;1.29%
oct-20;2016;4235.28;4255.37;4265.11;4228.53;-;-0.50%
oct-21;2016;4258.90;4237.40;4264.07;4233.86;-;0.56%
oct-24;2016;4275.99;4260.32;4287.34;4260.32;-;0.40%
oct-25;2016;4313.02;4277.31;4316.34;4277.31;-;0.87%
oct-26;2016;4295.29;4316.30;4321.02;4280.58;-;-0.41%
oct-27;2016;4302.66;4302.71;4308.88;4296.08;-;0.17%
oct-28;2016;4289.78;4303.38;4308.48;4275.52;-;-0.30%
nov-02;2016;4262.98;4290.43;4290.85;4255.54;-;-0.62%
nov-03;2016;4241.91;4262.72;4268.08;4238.44;-;-0.49%
nov-04;2016;4213.17;4243.80;4245.92;4208.00;-;-0.68%
nov-07;2016;4251.19;4214.95;4272.97;4214.95;-;0.90%
nov-08;2016;4302.85;4259.55;4306.18;4246.82;-;1.22%
nov-09;2016;4295.32;4282.83;4298.31;4244.36;-;-0.18%
nov-10;2016;4214.06;4305.48;4326.08;4207.91;-;-1.89%
nov-11;2016;4150.39;4214.86;4216.99;4137.98;-;-1.51%
nov-14;2016;4104.40;4150.39;4161.07;4101.19;-;-1.11%
nov-15;2016;4153.04;4103.95;4164.53;4103.85;-;1.19%
nov-16;2016;4182.48;4152.88;4189.58;4148.07;-;0.71%
nov-17;2016;4185.71;4189.22;4195.29;4174.76;-;0.08%
nov-18;2016;4185.78;4185.71;4192.69;4174.94;-;0.00%
nov-21;2016;4233.55;4185.78;4236.38;4174.94;-;1.14%
nov-22;2016;4216.62;4261.96;4271.45;4211.75;-;-0.40%
nov-23;2016;4221.89;4216.35;4224.67;4195.17;-;0.12%
nov-24;2016;4196.40;4227.29;4232.09;4193.52;-;-0.60%
nov-25;2016;4210.75;4197.58;4214.67;4197.35;-;0.34%
nov-28;2016;4202.75;4211.56;4221.37;4199.42;-;-0.19%
nov-29;2016;4174.29;4202.20;4209.46;4168.04;-;-0.68%
nov-30;2016;4207.24;4172.73;4215.84;4168.95;-;0.79%
Dec 01;2016;4197.48;4210.47;4224.38;4194.95;-;-0.23%
Dec 02;2016;4202.98;4199.95;4209.62;4180.08;-;0.13%
Dec 05;2016;4206.44;4205.28;4216.07;4193.82;-;0.08%
Dec 06;2016;4214.38;4206.44;4228.86;4194.83;-;0.19%
Dec 07;2016;4224.67;4214.38;4230.41;4207.55;-;0.24%
Dec 09;2016;4268.43;4224.68;4275.60;4217.81;-;1.04%
Dec 12;2016;4242.52;4271.21;4273.20;4224.37;-;-0.61%
Dec 13;2016;4272.48;4242.73;4276.45;4233.22;-;0.71%
Dec 14;2016;4229.75;4271.73;4275.16;4223.71;-;-1.00%
Dec 15;2016;4224.62;4230.21;4240.98;4212.86;-;-0.12%
Dec 16;2016;4212.37;4222.50;4243.63;4200.33;-;-0.29%
Dec 19;2016;4202.64;4210.92;4243.35;4199.85;-;-0.23%
Dec 20;2016;4193.18;4208.06;4213.94;4189.66;-;-0.23%
Dec 21;2016;4152.05;4192.33;4198.14;4145.14;-;-0.98%
Dec 22;2016;4117.67;4150.75;4156.25;4111.24;-;-0.83%
Dec 23;2016;4042.24;4113.21;4118.95;4037.43;-;-1.83%
Dec 26;2016;4047.72;4043.82;4062.96;4028.61;-;0.14%
Dec 27;2016;4041.32;4049.04;4060.41;4038.49;-;-0.16%
Dec 28;2016;4098.22;4041.39;4115.57;4039.63;-;1.41%
Dec 29;2016;4127.48;4098.42;4141.47;4098.42;-;0.71%
Dec 30;2016;4151.39;4127.80;4155.15;4127.15;-;0.58%
Jan 03;2017;4148.86;4150.52;4176.28;4144.86;-;-0.06%
Jan 04;2017;4168.34;4151.74;4176.65;4151.61;-;0.47%
Jan 05;2017;4163.65;4169.85;4178.84;4141.54;-;-0.11%
Jan 06;2017;4171.14;4163.78;4182.92;4159.33;-;0.18%
Jan 09;2017;4161.51;4171.71;4173.52;4153.06;-;-0.23%
Jan 10;2017;4174.58;4161.19;4182.70;4160.53;-;0.31%
Jan 11;2017;4210.13;4176.20;4213.67;4174.43;-;0.85%
Jan 12;2017;4234.95;4209.98;4238.45;4209.98;-;0.59%
Jan 13;2017;4234.91;4237.11;4240.03;4228.49;-;-0.00%
Jan 16;2017;4222.47;4236.03;4241.58;4218.06;-;-0.29%
Jan 17;2017;4231.33;4219.89;4235.07;4218.50;-;0.21%
Jan 18;2017;4267.43;4232.37;4272.20;4231.27;-;0.85%
Jan 19;2017;4266.21;4267.43;4271.67;4253.95;-;-0.03%
Jan 20;2017;4258.37;4266.04;4266.30;4249.10;-;-0.18%
Jan 23;2017;4258.88;4264.32;4267.70;4250.98;-;0.01%
Jan 24;2017;4276.04;4261.48;4278.69;4242.27;-;0.40%
Jan 25;2017;4296.05;4276.04;4298.79;4276.04;-;0.47%
Jan 26;2017;4311.51;4299.28;4315.11;4295.48;-;0.36%
Jan 27;2017;4275.72;4311.40;4312.34;4271.36;-;-0.83%
Jan 30;2017;4209.78;4275.74;4277.50;4205.51;-;-1.54%
Jan 31;2017;4199.50;4210.81;4213.51;4190.36;-;-0.24%
feb-01;2017;4204.20;4202.50;4233.74;4202.11;-;0.11%
feb-02;2017;4226.07;4204.29;4235.42;4202.91;-;0.52%
feb-03;2017;4261.98;4225.26;4271.29;4219.85;-;0.85%
feb-06;2017;4247.17;4261.93;4265.56;4231.03;-;-0.35%
feb-07;2017;4257.78;4249.13;4264.29;4246.52;-;0.25%
feb-08;2017;4267.33;4258.31;4273.45;4246.63;-;0.22%
feb-09;2017;4296.15;4268.00;4300.69;4261.42;-;0.68%
feb-10;2017;4312.23;4299.74;4317.56;4297.45;-;0.37%
feb-13;2017;4358.43;4316.30;4364.75;4311.72;-;1.07%
feb-14;2017;4343.00;4378.63;4379.66;4333.75;-;-0.35%
feb-15;2017;4354.65;4342.48;4359.38;4331.57;-;0.27%
feb-16;2017;4363.72;4353.05;4367.72;4349.60;-;0.21%
feb-17;2017;4349.97;4364.19;4368.83;4342.51;-;-0.32%
feb-20;2017;4355.65;4352.64;4359.96;4350.17;-;0.13%
feb-21;2017;4373.39;4359.02;4381.56;4346.60;-;0.41%
feb-22;2017;4375.70;4373.02;4384.75;4365.22;-;0.05%
feb-23;2017;4359.13;4373.59;4380.49;4352.00;-;-0.38%
feb-24;2017;4343.67;4360.56;4361.59;4330.65;-;-0.35%
feb-27;2017;4346.44;4343.79;4351.02;4337.43;-;0.06%
feb-28;2017;4359.88;4345.95;4366.89;4340.45;-;0.31%
mar-01;2017;4399.95;4364.50;4406.72;4359.77;-;0.92%
mar-02;2017;4420.11;4400.44;4420.86;4400.44;-;0.46%
mar-03;2017;4429.79;4416.49;4432.80;4404.37;-;0.22%
mar-06;2017;4467.32;4427.78;4475.94;4412.10;-;0.85%
mar-07;2017;4476.43;4468.10;4483.25;4459.83;-;0.20%
mar-08;2017;4468.50;4475.66;4492.08;4465.12;-;-0.18%
mar-09;2017;4467.98;4467.92;4471.78;4459.66;-;-0.01%
mar-10;2017;4474.88;4468.12;4479.28;4465.57;-;0.15%
mar-13;2017;4542.40;4475.71;4547.79;4471.81;-;1.51%
mar-14;2017;4527.59;4545.90;4547.16;4506.63;-;-0.33%
mar-15;2017;4548.86;4530.32;4556.37;4523.07;-;0.47%
mar-16;2017;4616.47;4554.55;4622.14;4554.55;-;1.49%
mar-17;2017;4652.40;4614.37;4672.81;4606.45;-;0.78%
mar-20;2017;4662.14;4650.85;4668.88;4636.91;-;0.21%
mar-21;2017;4671.42;4663.72;4679.17;4621.12;-;0.20%
